,OBJECTID,Join_Count,TARGET_FID,plotid,longitude,latitude,shape,size_m,sample_points,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Water>irrigation ditch,grass,Water>rivers/stream,Impervious Surface (no building),Wetlands,Water>lake/ponded/container,cultivated vegetation,Bare Ground,Building,Trees_CanopyCover,unknown,bush/scrub,shadow,shape.1,shape.2,shape.3,shape.4,shape.5,shape.6,shape.7,shape.8,shape_12_13_14_15_16_17_18_19_2,Water>treated pool,shape_12_13_14_15_16_17_18_19_3,shape_12_13_14_15_16_17_18_19_4,shape_12_13_14_15_16_17_18_19_5,shape_12_13_14_15_16_17_18_19_6,shape_12_13_14_15_16_17_18_19_7,shape_12_13_14_15_16_17_18_19_8,shape_12_13_14_15_16_17_18_19_9,shape_12_13_14_15_16_17_18_1_10,shape_12_13_14_15_16_17_18_1_11,shape_12_13_14_15_16_17_18_1_12,plotid 1,center_lon 1,center_lat 1,shape 1,size_m 1,sample_points 1,flagged 1,flagged_reason 1,confidence 1,collection_time 1,analysis_duration 1,common_securewatch_date 1,total_securewatch_dates 1,Land_Cover_Elements_Water_irr_1,grass 1,Land_Cover_Elements_Water_riv_1,Land_Cover_Elements_Impervious1,Wetlands 1,Land_Cover_Elements_Water_lake1,Land_Cover_Elements_cultivated1,Land_Cover_Elements_Bare_Grou_1,Building 1,Land_Cover_Elements_Trees_Can_1,unknown 1,Land_Cover_Elements_bush_scrub_,shadow 1,shape 1.1,shape 1.2,shape 1.3,shape 1.4,shape 1.5,shape 1.6,shape 1.7,shape 1.8,shape_12_13_14_15_16_17_18_1_13,Land_Cover_Elements_Water_tre_1,shape_12_13_14_15_16_17_18_1_14,shape_12_13_14_15_16_17_18_1_15,shape_12_13_14_15_16_17_18_1_16,shape_12_13_14_15_16_17_18_1_17,shape_12_13_14_15_16_17_18_1_18,shape_12_13_14_15_16_17_18_1_19,shape_12_13_14_15_16_17_18_1_20,shape_12_13_14_15_16_17_18_1_21,shape_12_13_14_15_16_17_18_1_22,shape_12_13_14_15_16_17_18_1_23,x,y,Median Income,Min Distance,AOI,Average Income
304,305,1,305,7408,-97.72876455,30.52958976,,100,100,0,,100,27-07-2022 18:52,529.7 secs,,0,0,7,0,5,,0,0,3,9,76,0,0,0,,,,,,,,,,0,,,,,,,,,,,7408,-97.72876455,30.52958976,,100,100,0,,100,27-07-2022 18:52,529.7 secs,,0,0,7,0,5,,0,0,3,9,76,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.72876455,30.52958976,117987,4589.566216,74,196695.3243
305,306,1,306,7409,-97.72876455,30.53408636,,100,100,0,,100,27-07-2022 18:57,330.3 secs,,0,0,11,0,13,,0,0,0,28,47,0,0,0,,,,,,,,,,1,,,,,,,,,,,7409,-97.72876455,30.53408636,,100,100,0,,100,27-07-2022 18:57,330.3 secs,,0,0,11,0,13,,0,0,0,28,47,0,0,0,,,,,,,,,,1,,,,,,,,,,,-97.72876455,30.53408636,117987,5051.041309,74,196695.3243
306,307,1,307,7410,-97.72876455,30.53858296,,100,100,0,,100,27-07-2022 19:01,247.5 secs,,0,0,78,0,4,,0,1,6,7,3,0,0,0,,,,,,,,,,1,,,,,,,,,,,7410,-97.72876455,30.53858296,,100,100,0,,100,27-07-2022 19:01,247.5 secs,,0,0,78,0,4,,0,1,6,7,3,0,0,0,,,,,,,,,,1,,,,,,,,,,,-97.72876455,30.53858296,117987,5518.960578,74,196695.3243
307,308,1,308,7411,-97.72876455,30.54307957,,100,100,0,,100,27-07-2022 19:09,444.3 secs,,0,0,79,0,0,,0,0,9,0,12,0,0,0,,,,,,,,,,0,,,,,,,,,,,7411,-97.72876455,30.54307957,,100,100,0,,100,27-07-2022 19:09,444.3 secs,,0,0,79,0,0,,0,0,9,0,12,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.72876455,30.54307957,117987,5991.815619,74,196695.3243
308,309,1,309,7412,-97.72876455,30.54757617,,100,100,0,,95,27-07-2022 19:15,405.9 secs,,0,0,43,0,23,,0,0,3,23,6,2,0,0,,,,,,,,,,0,,,,,,,,,,,7412,-97.72876455,30.54757617,,100,100,0,,95,27-07-2022 19:15,405.9 secs,,0,0,43,0,23,,0,0,3,23,6,2,0,0,,,,,,,,,,0,,,,,,,,,,,-97.72876455,30.54757617,117987,6468.522303,74,196695.3243
309,310,1,310,7413,-97.72354448,30.52509316,,100,100,0,,100,27-07-2022 19:18,165.2 secs,,0,0,3,0,11,,0,0,0,17,69,0,0,0,,,,,,,,,,0,,,,,,,,,,,7413,-97.72354448,30.52509316,,100,100,0,,100,27-07-2022 19:18,165.2 secs,,0,0,3,0,11,,0,0,0,17,69,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.72354448,30.52509316,117987,4380.350211,74,196695.3243
310,311,1,311,7414,-97.72354448,30.52958976,,100,100,0,,100,27-07-2022 19:25,382.0 secs,,0,0,50,0,0,,0,0,17,0,31,0,2,0,,,,,,,,,,0,,,,,,,,,,,7414,-97.72354448,30.52958976,,100,100,0,,100,27-07-2022 19:25,382.0 secs,,0,0,50,0,0,,0,0,17,0,31,0,2,0,,,,,,,,,,0,,,,,,,,,,,-97.72354448,30.52958976,117987,4810.329139,74,196695.3243
311,312,1,312,7415,-97.72354448,30.53408636,,100,100,0,,100,27-07-2022 19:30,349.7 secs,,0,0,38,0,28,,0,0,2,20,12,0,0,0,,,,,,,,,,0,,,,,,,,,,,7415,-97.72354448,30.53408636,,100,100,0,,100,27-07-2022 19:30,349.7 secs,,0,0,38,0,28,,0,0,2,20,12,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.72354448,30.53408636,117987,5252.434783,74,196695.3243
312,313,1,313,7416,-97.72354448,30.53858296,,100,100,0,,100,27-07-2022 19:37,414.8 secs,,0,0,29,0,35,,0,0,0,21,15,0,0,0,,,,,,,,,,0,,,,,,,,,,,7416,-97.72354448,30.53858296,,100,100,0,,100,27-07-2022 19:37,414.8 secs,,0,0,29,0,35,,0,0,0,21,15,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.72354448,30.53858296,117987,5703.848102,74,196695.3243
313,314,1,314,7417,-97.72354448,30.54307957,,100,100,0,,100,27-07-2022 19:43,324.7 secs,,0,0,71,0,0,,0,0,0,0,27,0,2,0,,,,,,,,,,0,,,,,,,,,,,7417,-97.72354448,30.54307957,,100,100,0,,100,27-07-2022 19:43,324.7 secs,,0,0,71,0,0,,0,0,0,0,27,0,2,0,,,,,,,,,,0,,,,,,,,,,,-97.72354448,30.54307957,117987,6162.525145,74,196695.3243
314,315,1,315,7418,-97.72354448,30.54757617,,100,100,0,,100,27-07-2022 19:46,213.7 secs,,0,0,49,0,0,,0,0,0,0,51,0,0,0,,,,,,,,,,0,,,,,,,,,,,7418,-97.72354448,30.54757617,,100,100,0,,100,27-07-2022 19:46,213.7 secs,,0,0,49,0,0,,0,0,0,0,51,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.72354448,30.54757617,117987,6626.956086,74,196695.3243
315,316,1,316,7419,-97.71832442,30.52509316,,100,100,0,,98,27-07-2022 19:49,173.9 secs,,0,0,0,0,0,,0,0,11,0,89,0,0,0,,,,,,,,,,0,,,,,,,,,,,7419,-97.71832442,30.52509316,,100,100,0,,98,27-07-2022 19:49,173.9 secs,,0,0,0,0,0,,0,0,11,0,89,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.71832442,30.52509316,300000,4419.896815,74,196695.3243
316,317,1,317,7420,-97.71832442,30.52958976,,100,100,0,,96,27-07-2022 19:54,311.8 secs,,0,0,26,0,39,,0,0,4,22,9,0,0,0,,,,,,,,,,0,,,,,,,,,,,7420,-97.71832442,30.52958976,,100,100,0,,96,27-07-2022 19:54,311.8 secs,,0,0,26,0,39,,0,0,4,22,9,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.71832442,30.52958976,300000,4917.135202,74,196695.3243
317,318,1,318,7421,-97.71832442,30.53408636,,100,100,0,,100,27-07-2022 19:58,220.3 secs,,0,0,21,0,0,,0,0,14,0,64,0,1,0,,,,,,,,,,0,,,,,,,,,,,7421,-97.71832442,30.53408636,,100,100,0,,100,27-07-2022 19:58,220.3 secs,,0,0,21,0,0,,0,0,14,0,64,0,1,0,,,,,,,,,,0,,,,,,,,,,,-97.71832442,30.53408636,300000,5414.605812,74,196695.3243
318,319,1,319,7422,-97.71832442,30.53858296,,100,100,0,,100,27-07-2022 20:05,402.1 secs,,0,0,40,0,21,,0,1,0,34,4,0,0,0,,,,,,,,,,0,,,,,,,,,,,7422,-97.71832442,30.53858296,,100,100,0,,100,27-07-2022 20:05,402.1 secs,,0,0,40,0,21,,0,1,0,34,4,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.71832442,30.53858296,300000,5912.250112,74,196695.3243
319,320,1,320,7423,-97.71832442,30.54307957,,100,100,0,,100,27-07-2022 20:09,274.8 secs,,0,0,69,0,0,,0,0,3,6,22,0,0,0,,,,,,,,,,0,,,,,,,,,,,7423,-97.71832442,30.54307957,,100,100,0,,100,27-07-2022 20:09,274.8 secs,,0,0,69,0,0,,0,0,3,6,22,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.71832442,30.54307957,117987,6368.173917,74,196695.3243
320,321,1,321,7424,-97.71832442,30.54757617,,100,100,0,,100,27-07-2022 20:15,355.1 secs,,0,0,0,0,0,,0,0,42,0,56,0,2,0,,,,,,,,,,0,,,,,,,,,,,7424,-97.71832442,30.54757617,,100,100,0,,100,27-07-2022 20:15,355.1 secs,,0,0,0,0,0,,0,0,42,0,56,0,2,0,,,,,,,,,,0,,,,,,,,,,,-97.71832442,30.54757617,117987,6818.603315,74,196695.3243
321,322,1,322,7425,-97.71310435,30.52509316,,100,100,0,,100,27-07-2022 23:06,598.9 secs,,0,0,19,0,21,,0,0,0,29,31,0,0,0,,,,,,,,,,0,,,,,,,,,,,7425,-97.71310435,30.52509316,,100,100,0,,100,27-07-2022 23:06,598.9 secs,,0,0,19,0,21,,0,0,0,29,31,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.71310435,30.52509316,300000,4410.732658,74,196695.3243
322,323,1,323,7426,-97.71310435,30.52958976,,100,100,0,,100,27-07-2022 23:11,262.5 secs,,0,0,5,0,6,,0,2,0,26,61,0,0,0,,,,,,,,,,0,,,,,,,,,,,7426,-97.71310435,30.52958976,,100,100,0,,100,27-07-2022 23:11,262.5 secs,,0,0,5,0,6,,0,2,0,26,61,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.71310435,30.52958976,300000,4908.899779,74,196695.3243
323,324,1,324,7427,-97.71310435,30.53408636,,100,100,0,,100,27-07-2022 23:16,338.3 secs,,0,0,42,0,13,,0,1,0,23,20,0,0,0,,,,,,,,,,1,,,,,,,,,,,7427,-97.71310435,30.53408636,,100,100,0,,100,27-07-2022 23:16,338.3 secs,,0,0,42,0,13,,0,1,0,23,20,0,0,0,,,,,,,,,,1,,,,,,,,,,,-97.71310435,30.53408636,300000,5407.128467,74,196695.3243
324,325,1,325,7428,-97.71310435,30.53858296,,100,100,0,,100,27-07-2022 23:22,338.9 secs,,0,0,68,0,0,,0,0,0,0,32,0,0,0,,,,,,,,,,0,,,,,,,,,,,7428,-97.71310435,30.53858296,,100,100,0,,100,27-07-2022 23:22,338.9 secs,,0,0,68,0,0,,0,0,0,0,32,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.71310435,30.53858296,300000,5905.403228,74,196695.3243
325,326,1,326,7429,-97.71310435,30.54307957,,100,100,0,,100,27-07-2022 23:27,315.1 secs,,0,0,44,0,0,,0,0,0,0,56,0,0,0,,,,,,,,,,0,,,,,,,,,,,7429,-97.71310435,30.54307957,,100,100,0,,100,27-07-2022 23:27,315.1 secs,,0,0,44,0,0,,0,0,0,0,56,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.71310435,30.54307957,300000,6403.714494,74,196695.3243
326,327,1,327,7430,-97.71310435,30.54757617,,100,100,0,,98,27-07-2022 23:33,336.5 secs,,0,0,81,0,0,,0,0,9,0,9,0,1,0,,,,,,,,,,0,,,,,,,,,,,7430,-97.71310435,30.54757617,,100,100,0,,98,27-07-2022 23:33,336.5 secs,,0,0,81,0,0,,0,0,9,0,9,0,1,0,,,,,,,,,,0,,,,,,,,,,,-97.71310435,30.54757617,300000,6902.052458,74,196695.3243
327,328,1,328,7431,-97.70788428,30.52509316,,100,100,0,,100,27-07-2022 23:36,197.4 secs,,0,0,7,0,14,,0,0,0,0,79,0,0,0,,,,,,,,,,0,,,,,,,,,,,7431,-97.70788428,30.52509316,,100,100,0,,100,27-07-2022 23:36,197.4 secs,,0,0,7,0,14,,0,0,0,0,79,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.70788428,30.52509316,300000,4458.231535,74,196695.3243
328,329,1,329,7432,-97.70788428,30.52958976,,100,100,0,,96,27-07-2022 23:42,325.2 secs,,0,0,34,0,3,,0,0,0,13,50,0,0,0,,,,,,,,,,0,,,,,,,,,,,7432,-97.70788428,30.52958976,,100,100,0,,96,27-07-2022 23:42,325.2 secs,,0,0,34,0,3,,0,0,0,13,50,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.70788428,30.52958976,300000,4951.620289,74,196695.3243
329,330,1,330,7433,-97.70788428,30.53408636,,100,100,0,,96,27-07-2022 23:47,302.0 secs,,0,0,7,0,47,,0,2,0,13,30,0,0,0,,,,,,,,,,1,,,,,,,,,,,7433,-97.70788428,30.53408636,,100,100,0,,96,27-07-2022 23:47,302.0 secs,,0,0,7,0,47,,0,2,0,13,30,0,0,0,,,,,,,,,,1,,,,,,,,,,,-97.70788428,30.53408636,300000,5445.940261,74,196695.3243
330,331,1,331,7434,-97.70788428,30.53858296,,100,100,0,,100,27-07-2022 23:50,194.1 secs,,0,0,6,0,4,,0,0,0,15,74,0,0,0,,,,,,,,,,1,,,,,,,,,,,7434,-97.70788428,30.53858296,,100,100,0,,100,27-07-2022 23:50,194.1 secs,,0,0,6,0,4,,0,0,0,15,74,0,0,0,,,,,,,,,,1,,,,,,,,,,,-97.70788428,30.53858296,300000,5940.959093,74,196695.3243
331,332,1,332,7435,-97.70788428,30.54307957,,100,100,0,,100,27-07-2022 23:56,358.0 secs,,0,0,24,0,19,,0,0,0,27,28,1,0,0,,,,,,,,,,1,,,,,,,,,,,7435,-97.70788428,30.54307957,,100,100,0,,100,27-07-2022 23:56,358.0 secs,,0,0,24,0,19,,0,0,0,27,28,1,0,0,,,,,,,,,,1,,,,,,,,,,,-97.70788428,30.54307957,300000,6436.516728,74,196695.3243
332,333,1,333,7436,-97.70788428,30.54757617,,100,100,0,,100,27-07-2022 23:59,158.8 secs,,0,0,7,0,0,,0,0,0,0,93,0,0,0,,,,,,,,,,0,,,,,,,,,,,7436,-97.70788428,30.54757617,,100,100,0,,100,27-07-2022 23:59,158.8 secs,,0,0,7,0,0,,0,0,0,0,93,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.70788428,30.54757617,300000,6932.495727,74,196695.3243
333,334,1,334,5500,-97.98497267,30.32107395,,100,100,0,,100,22-06-2022 02:16,726.9 secs,,0,0,27,0,17,,0,0,0,20,33,0,0,3,,,,,,,,,,0,,,,,,,,,,,5500,-97.98497267,30.32107395,,100,100,0,,100,22-06-2022 02:16,726.9 secs,,0,0,27,0,17,,0,0,0,20,33,0,0,3,,,,,,,,,,0,,,,,,,,,,,-97.98497267,30.32107395,118410,2530.82351,55,118410
334,335,1,335,5501,-97.99799409,30.30983245,,100,100,0,,100,22-06-2022 02:24,436.0 secs,,0,0,47,0,0,,0,0,0,0,52,0,0,1,,,,,,,,,,0,,,,,,,,,,,5501,-97.99799409,30.30983245,,100,100,0,,100,22-06-2022 02:24,436.0 secs,,0,0,47,0,0,,0,0,0,0,52,0,0,1,,,,,,,,,,0,,,,,,,,,,,-97.99799409,30.30983245,118410,3291.54555,55,118410
335,336,1,336,5502,-97.99799409,30.31432905,,100,100,0,,95,22-06-2022 02:28,291.4 secs,,0,0,45,0,0,,0,0,0,0,55,0,0,0,,,,,,,,,,0,,,,,,,,,,,5502,-97.99799409,30.31432905,,100,100,0,,95,22-06-2022 02:28,291.4 secs,,0,0,45,0,0,,0,0,0,0,55,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.99799409,30.31432905,118410,3368.861014,55,118410
336,337,1,337,5503,-97.99799409,30.31882565,,100,100,0,,90,22-06-2022 02:35,389.9 secs,,0,0,6,0,24,,0,0,2,38,26,0,2,2,,,,,,,,,,0,,,,,,,,,,,5503,-97.99799409,30.31882565,,100,100,0,,90,22-06-2022 02:35,389.9 secs,,0,0,6,0,24,,0,0,2,38,26,0,2,2,,,,,,,,,,0,,,,,,,,,,,-97.99799409,30.31882565,118410,3515.842434,55,118410
337,338,1,338,5504,-97.99799409,30.32332226,,100,100,0,,95,22-06-2022 02:41,388.9 secs,,0,0,33,0,0,,0,0,0,0,67,0,0,0,,,,,,,,,,0,,,,,,,,,,,5504,-97.99799409,30.32332226,,100,100,0,,95,22-06-2022 02:41,388.9 secs,,0,0,33,0,0,,0,0,0,0,67,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.99799409,30.32332226,118410,3724.251269,55,118410
338,339,1,339,5505,-97.99799409,30.32781886,,100,100,0,,95,22-06-2022 02:45,211.1 secs,,0,0,24,0,0,,0,0,0,0,73,0,0,3,,,,,,,,,,0,,,,,,,,,,,5505,-97.99799409,30.32781886,,100,100,0,,95,22-06-2022 02:45,211.1 secs,,0,0,24,0,0,,0,0,0,0,73,0,0,3,,,,,,,,,,0,,,,,,,,,,,-97.99799409,30.32781886,118410,3984.459475,55,118410
339,340,1,340,5506,-97.99799409,30.33231546,,100,100,0,,95,22-06-2022 02:49,240.0 secs,,0,0,79,0,4,,0,0,2,2,12,0,0,1,,,,,,,,,,0,,,,,,,,,,,5506,-97.99799409,30.33231546,,100,100,0,,95,22-06-2022 02:49,240.0 secs,,0,0,79,0,4,,0,0,2,2,12,0,0,1,,,,,,,,,,0,,,,,,,,,,,-97.99799409,30.33231546,118410,4287.045748,55,118410
340,341,1,341,5507,-97.99278552,30.30983245,,100,100,0,,95,22-06-2022 02:54,326.0 secs,,0,0,59,0,28,,0,0,7,5,1,0,0,0,,,,,,,,,,0,,,,,,,,,,,5507,-97.99278552,30.30983245,,100,100,0,,95,22-06-2022 02:54,326.0 secs,,0,0,59,0,28,,0,0,7,5,1,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.99278552,30.30983245,118410,2792.51031,55,118410
341,342,1,342,5508,-97.99278552,30.31432905,,100,100,0,,95,22-06-2022 17:16,260.0 secs,,0,0,22,0,33,,0,0,0,23,12,0,2,7,,,,,,,,,,1,,,,,,,,,,,5508,-97.99278552,30.31432905,,100,100,0,,95,22-06-2022 17:16,260.0 secs,,0,0,22,0,33,,0,0,0,23,12,0,2,7,,,,,,,,,,1,,,,,,,,,,,-97.99278552,30.31432905,118410,2883.262884,55,118410
342,343,1,343,5509,-97.99278552,30.31882565,,100,100,0,,90,22-06-2022 17:20,234.7 secs,,0,0,47,0,0,,0,0,0,0,45,0,6,2,,,,,,,,,,0,,,,,,,,,,,5509,-97.99278552,30.31882565,,100,100,0,,90,22-06-2022 17:20,234.7 secs,,0,0,47,0,0,,0,0,0,0,45,0,6,2,,,,,,,,,,0,,,,,,,,,,,-97.99278552,30.31882565,118410,3053.730008,55,118410
343,344,1,344,5510,-97.99278552,30.32332226,,100,100,0,,95,22-06-2022 17:23,229.8 secs,,0,0,31,0,12,,0,0,0,21,33,0,0,3,,,,,,,,,,0,,,,,,,,,,,5510,-97.99278552,30.32332226,,100,100,0,,95,22-06-2022 17:23,229.8 secs,,0,0,31,0,12,,0,0,0,21,33,0,0,3,,,,,,,,,,0,,,,,,,,,,,-97.99278552,30.32332226,118410,3291.550558,55,118410
344,345,1,345,5511,-97.99278552,30.32781886,,100,100,0,,95,22-06-2022 17:27,205.6 secs,,0,0,26,0,28,,0,0,9,9,25,0,0,3,,,,,,,,,,0,,,,,,,,,,,5511,-97.99278552,30.32781886,,100,100,0,,95,22-06-2022 17:27,205.6 secs,,0,0,26,0,28,,0,0,9,9,25,0,0,3,,,,,,,,,,0,,,,,,,,,,,-97.99278552,30.32781886,118410,3583.33832,55,118410
345,346,1,346,5512,-97.99278552,30.33231546,,100,100,0,,95,22-06-2022 17:30,196.1 secs,,0,0,1,0,3,,0,0,26,0,69,0,0,1,,,,,,,,,,0,,,,,,,,,,,5512,-97.99278552,30.33231546,,100,100,0,,95,22-06-2022 17:30,196.1 secs,,0,0,1,0,3,,0,0,26,0,69,0,0,1,,,,,,,,,,0,,,,,,,,,,,-97.99278552,30.33231546,118410,3917.051966,55,118410
346,347,1,347,5513,-97.98757696,30.30983245,,100,100,0,,95,22-06-2022 17:34,248.1 secs,,0,0,64,0,0,,0,0,0,0,34,0,0,2,,,,,,,,,,0,,,,,,,,,,,5513,-97.98757696,30.30983245,,100,100,0,,95,22-06-2022 17:34,248.1 secs,,0,0,64,0,0,,0,0,0,0,34,0,0,2,,,,,,,,,,0,,,,,,,,,,,-97.98757696,30.30983245,118410,2294.329605,55,118410
347,348,1,348,5514,-97.98757696,30.31432905,,100,100,0,,95,22-06-2022 17:48,826.7 secs,,0,0,14,0,18,,0,0,6,23,37,0,0,2,,,,,,,,,,0,,,,,,,,,,,5514,-97.98757696,30.31432905,,100,100,0,,95,22-06-2022 17:48,826.7 secs,,0,0,14,0,18,,0,0,6,23,37,0,0,2,,,,,,,,,,0,,,,,,,,,,,-97.98757696,30.31432905,118410,2403.987324,55,118410
348,349,1,349,5515,-97.98757696,30.31882565,,100,100,0,,97,22-06-2022 17:51,173.1 secs,,0,0,26,0,34,,0,0,0,23,11,0,0,6,,,,,,,,,,0,,,,,,,,,,,5515,-97.98757696,30.31882565,,100,100,0,,97,22-06-2022 17:51,173.1 secs,,0,0,26,0,34,,0,0,0,23,11,0,0,6,,,,,,,,,,0,,,,,,,,,,,-97.98757696,30.31882565,118410,2606.018582,55,118410
349,350,1,350,5516,-97.98757696,30.32332226,,100,100,0,,96,22-06-2022 17:54,184.5 secs,,0,0,10,0,22,,0,0,1,34,26,0,0,7,,,,,,,,,,0,,,,,,,,,,,5516,-97.98757696,30.32332226,,100,100,0,,96,22-06-2022 17:54,184.5 secs,,0,0,10,0,22,,0,0,1,34,26,0,0,7,,,,,,,,,,0,,,,,,,,,,,-97.98757696,30.32332226,118410,2881.05652,55,118410
350,351,1,351,5517,-97.98757696,30.32781886,,100,100,0,,97,22-06-2022 17:55,90.4 secs,,0,0,0,0,1,,0,0,11,0,88,0,0,0,,,,,,,,,,0,,,,,,,,,,,5517,-97.98757696,30.32781886,,100,100,0,,97,22-06-2022 17:55,90.4 secs,,0,0,0,0,1,,0,0,11,0,88,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.98757696,30.32781886,118410,3210.39107,55,118410
351,352,1,352,5518,-97.98757696,30.33231546,,100,100,0,,97,22-06-2022 17:58,147.3 secs,,0,0,10,0,37,,0,0,18,4,29,0,0,2,,,,,,,,,,0,,,,,,,,,,,5518,-97.98757696,30.33231546,,100,100,0,,97,22-06-2022 17:58,147.3 secs,,0,0,10,0,37,,0,0,18,4,29,0,0,2,,,,,,,,,,0,,,,,,,,,,,-97.98757696,30.33231546,118410,3579.0654,55,118410
352,353,1,353,5519,-97.98236839,30.30983245,,100,100,0,,97,22-06-2022 18:02,272.7 secs,,0,0,13,0,16,,0,0,2,1,64,0,0,4,,,,,,,,,,0,,,,,,,,,,,5519,-97.98236839,30.30983245,,100,100,0,,97,22-06-2022 18:02,272.7 secs,,0,0,13,0,16,,0,0,2,1,64,0,0,4,,,,,,,,,,0,,,,,,,,,,,-97.98236839,30.30983245,118410,1797.711295,55,118410
353,354,1,354,5520,-97.98236839,30.31432905,,100,100,0,,97,22-06-2022 18:07,275.8 secs,,0,0,11,0,23,,0,0,31,24,6,0,2,3,,,,,,,,,,0,,,,,,,,,,,5520,-97.98236839,30.31432905,,100,100,0,,97,22-06-2022 18:07,275.8 secs,,0,0,11,0,23,,0,0,31,24,6,0,2,3,,,,,,,,,,0,,,,,,,,,,,-97.98236839,30.31432905,118410,1935.73381,55,118410
354,355,1,355,5521,-97.98236839,30.31882565,,100,100,0,,97,22-06-2022 18:08,66.7 secs,,0,0,19,0,0,,0,0,0,0,78,0,0,3,,,,,,,,,,0,,,,,,,,,,,5521,-97.98236839,30.31882565,,100,100,0,,97,22-06-2022 18:08,66.7 secs,,0,0,19,0,0,,0,0,0,0,78,0,0,3,,,,,,,,,,0,,,,,,,,,,,-97.98236839,30.31882565,118410,2181.590236,55,118410
355,356,1,356,5522,-97.98236839,30.32332226,,100,100,0,,100,22-06-2022 18:11,170.2 secs,,0,0,8,0,0,,0,0,4,0,86,0,0,2,,,,,,,,,,0,,,,,,,,,,,5522,-97.98236839,30.32332226,,100,100,0,,100,22-06-2022 18:11,170.2 secs,,0,0,8,0,0,,0,0,4,0,86,0,0,2,,,,,,,,,,0,,,,,,,,,,,-97.98236839,30.32332226,118410,2503.713755,55,118410
356,357,1,357,5523,-97.98236839,30.32781886,,100,100,0,,97,22-06-2022 18:15,231.3 secs,,0,0,13,0,2,,0,0,32,0,52,0,0,1,,,,,,,,,,0,,,,,,,,,,,5523,-97.98236839,30.32781886,,100,100,0,,97,22-06-2022 18:15,231.3 secs,,0,0,13,0,2,,0,0,32,0,52,0,0,1,,,,,,,,,,0,,,,,,,,,,,-97.98236839,30.32781886,118410,2876.595125,55,118410
357,358,1,358,5524,-97.98236839,30.33231546,,100,100,0,,97,22-06-2022 18:17,127.2 secs,,0,0,28,0,13,,0,0,4,0,53,0,0,2,,,,,,,,,,0,,,,,,,,,,,5524,-97.98236839,30.33231546,,100,100,0,,97,22-06-2022 18:17,127.2 secs,,0,0,28,0,13,,0,0,4,0,53,0,0,2,,,,,,,,,,0,,,,,,,,,,,-97.98236839,30.33231546,118410,3282.985018,55,118410
358,359,1,359,5525,-97.97715982,30.30983245,,100,100,0,,95,22-06-2022 18:19,142.3 secs,,0,0,24,0,0,,0,0,0,0,69,0,0,7,,,,,,,,,,0,,,,,,,,,,,5525,-97.97715982,30.30983245,,100,100,0,,95,22-06-2022 18:19,142.3 secs,,0,0,24,0,0,,0,0,0,0,69,0,0,7,,,,,,,,,,0,,,,,,,,,,,-97.97715982,30.30983245,118410,1304.443126,55,118410
359,360,1,360,5526,-97.97715982,30.31432905,,100,100,0,,95,22-06-2022 18:21,86.1 secs,,0,0,15,0,0,,0,0,3,0,82,0,0,0,,,,,,,,,,0,,,,,,,,,,,5526,-97.97715982,30.31432905,,100,100,0,,95,22-06-2022 18:21,86.1 secs,,0,0,15,0,0,,0,0,3,0,82,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.97715982,30.31432905,118410,1488.939624,55,118410
360,361,1,361,5527,-97.97715982,30.31882565,,100,100,0,,97,22-06-2022 18:25,239.0 secs,,0,0,15,0,23,,0,0,0,33,21,0,0,6,,,,,,,,,,2,,,,,,,,,,,5527,-97.97715982,30.31882565,,100,100,0,,97,22-06-2022 18:25,239.0 secs,,0,0,15,0,23,,0,0,0,33,21,0,0,6,,,,,,,,,,2,,,,,,,,,,,-97.97715982,30.31882565,118410,1797.020212,55,118410
361,362,1,362,5528,-97.97715982,30.32332226,,100,100,0,,95,22-06-2022 18:29,231.2 secs,,0,0,16,0,15,,0,0,0,28,35,0,0,5,,,,,,,,,,1,,,,,,,,,,,5528,-97.97715982,30.32332226,,100,100,0,,95,22-06-2022 18:29,231.2 secs,,0,0,16,0,15,,0,0,0,28,35,0,0,5,,,,,,,,,,1,,,,,,,,,,,-97.97715982,30.32332226,118410,2176.832128,55,118410
